player_id,college_pid,name,first_name,last_name,birth_year,birth_date,draft_year,round,pick,position,position1,draft_year1,height,weight,bmi,arm_length,hand_size,front_shoulder,back_shoulder,wonderlic,pass_velocity,ten_yard,twenty_yard,forty_yard,bench_press,vertical_leap,broad_jump,shuttle,sixty_shuttle,three_cone,four_square
FuncDe00,devin-funchess-1,Devin Funchess,Devin,Funchess,1994,1994-05-21,2015.0,2.0,41.0,WR,WR,2015.0,76.25,232.0,28.73,33.5,9.75,0.0,0.0,0.0,0.0,1.66,2.74,4.7,17.0,38.5,122.0,0.0,0.0,0.0,0.0
FurrMi00,,Mike Furrey,Mike,Furrey,1977,1977-05-12,,,,,,,,,,,,,,,,,,,,,,,,,
FurrWi00,will-furrer-1,Will Furrer,Will,Furrer,1968,1968-02-05,1992.0,4.0,107.0,QB,QB,1992.0,74.6,208.0,26.91,31.88,9.63,0.0,0.0,0.0,0.0,1.68,2.8,4.88,0.0,32.0,106.0,4.46,0.0,0.0,8.85
GabbBl00,blaine-gabbert-1,Blaine Gabbert,Blaine,Gabbert,1990,1989-10-15,2011.0,1.0,10.0,QB,QB,2011.0,76.38,234.0,28.88,33.0,10.0,0.0,0.0,42.0,0.0,1.59,2.7,4.61,0.0,33.5,120.0,4.26,0.0,6.84,0.0
GabrDo00,doug-gabriel-1,Doug Gabriel,Doug,Gabriel,1980,1980-08-27,2003.0,5.0,167.0,WR,WR,2003.0,74.3,213.0,27.78,32.5,9.88,14.5,18.0,0.0,0.0,1.62,2.66,4.56,0.0,35.5,116.0,4.15,11.24,7.03,0.0
GabrTa00,,Taylor Gabriel,Taylor,Gabriel,1991,1991-02-17,,,,,,,,,,,,,,,,,,,,,,,,,
GadbDe20,,Dennis Gadbois,Dennis,Gadbois,1963,1963-09-18,,,,,,,,,,,,,,,,,,,,,,,,,
GadoSa00,,Samkon Gado,Samkon,Gado,1982,1982-11-13,,,,,,,,,,,,,,,,,,,,,,,,,
GadsOr00,,Oronde Gadsden,Oronde,Gadsden,1971,1971-08-20,,,,,,,,,,,,,,,,,,,,,,,,,
GaffDe00,derrick-gaffney-1,Derrick Gaffney,Derrick,Gaffney,1955,1955-05-24,,,,,,,,,,,,,,,,,,,,,,,,,
GaffJa00,jabar-gaffney-1,Jabar Gaffney,Jabar,Gaffney,1981,1980-12-01,2002.0,2.0,33.0,WR,WR,2002.0,73.1,193.0,26.0,32.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,4.06,0.0,6.87,0.0
GaffTy00,tyler-gaffney-1,Tyler Gaffney,Tyler,Gaffney,1991,1991-04-20,2014.0,6.0,204.0,RB,RB,2014.0,71.5,220.0,30.98,30.25,9.0,0.0,0.0,0.0,0.0,1.51,2.58,4.49,0.0,36.5,115.0,4.18,11.36,6.78,0.0
GageJu00,justin-gage-1,Justin Gage,Justin,Gage,1981,1981-01-25,2003.0,5.0,143.0,WR,,,,,,,,,,,,,,,,,,,,,
GageRu00,russell-gage-1,Russell Gage,Russell,Gage,1996,1996-01-22,2018.0,6.0,194.0,WR,,,,,,,,,,,,,,,,,,,,,
GaglBo00,bob-gagliano-1,Bob Gagliano,Bob,Gagliano,1958,1958-09-05,,,,,,,,,,,,,,,,,,,,,,,,,
GainDe00,None,Derrick Gainer,Derrick,Gainer,1966,1966-08-15,1989.0,8.0,205.0,RB,,,,,,,,,,,,,,,,,,,,,
GainMi00,michael-gaines-1,Michael Gaines,Michael,Gaines,1980,1980-03-30,2004.0,7.0,232.0,TE,TE,2004.0,74.0,275.0,36.16,33.25,9.75,29.0,20.0,0.0,0.0,1.8,2.95,5.07,18.0,33.0,109.0,4.18,11.93,7.44,0.0
GainSh20,sheldon-gaines-1,Sheldon Gaines,Sheldon,Gaines,1964,1964-04-22,,,,,,,,,,,,,,,,,,,,,,,,,
GainWe20,,Wendall Gaines,Wendall,Gaines,1972,1972-01-17,,,,,,,,,,,,,,,,,,,,,,,,,
GaitTo00,tony-gaiter-1,Tony Gaiter,Tony,Gaiter,1974,1974-07-15,1997.0,6.0,192.0,WR,,,,,,,,,,,,,,,,,,,,,
GalbSc00,scott-galbraith-1,Scott Galbraith,Scott,Galbraith,1967,1967-01-07,1990.0,7.0,178.0,TE,TE,1990.0,73.8,257.0,33.97,30.75,9.0,0.0,0.0,0.0,0.0,1.75,2.82,4.92,23.0,30.0,108.0,4.6,12.74,0.0,9.49
GalbTo00,tony-galbreath-1,Tony Galbreath,Tony,Galbreath,1954,1954-01-29,,,,,,,,,,,,,,,,,,,,,,,,,
GallJe00,jeremy-gallon-1,Jeremy Gallon,Jeremy,Gallon,1990,1990-02-09,2014.0,7.0,244.0,WR,WR,2014.0,67.5,185.0,29.23,29.5,9.38,0.0,0.0,0.0,0.0,1.6,2.66,4.49,15.0,0.0,0.0,0.0,0.0,0.0,0.0
GallJo00,joey-galloway-1,Joey Galloway,Joey,Galloway,1972,1971-11-20,1995.0,1.0,8.0,WR,WR,1995.0,70.4,188.0,27.31,30.63,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GallMi00,michael-gallup-1,Michael Gallup,Michael,Gallup,1996,1996-04-04,2018.0,3.0,81.0,WR,WR,2018.0,73.0,205.0,27.7,31.5,9.25,0.0,0.0,0.0,0.0,1.6,2.66,4.51,10.0,36.0,122.0,4.37,11.84,6.95,0.0
GallTo00,,Tommy Gallarda,Tommy,Gallarda,1988,1988-05-08,,,,,,,,,,,,,,,,,,,,,,,,,
GallWa00,wayne-gallman-1,Wayne Gallman,Wayne,Gallman,1995,1994-10-01,2017.0,4.0,140.0,RB,RB,2017.0,72.25,215.0,29.65,32.63,9.13,0.0,0.0,0.0,0.0,1.6,2.67,4.6,21.0,29.5,120.0,4.28,11.92,7.17,0.0
GambKe00,None,Kenny Gamble,Kenny,Gamble,1965,1965-03-08,1988.0,10.0,251.0,RB,RB,1988.0,70.5,196.0,28.39,0.0,8.5,0.0,0.0,0.0,0.0,1.63,2.72,4.69,0.0,30.0,111.0,4.48,11.86,0.0,8.9
GanaTe00,terrance-ganaway-1,Terrance Ganaway,Terrance,Ganaway,1989,1988-10-07,2012.0,6.0,202.0,RB,RB,2012.0,71.5,239.0,33.66,31.63,9.25,0.0,0.0,0.0,0.0,1.62,2.69,4.61,0.0,37.5,119.0,4.25,11.65,7.15,0.0
GannRi00,None,Rich Gannon,Rich,Gannon,1966,1965-12-20,1987.0,4.0,98.0,QB,QB,1987.0,74.3,193.0,25.17,30.0,9.5,0.0,0.0,0.0,0.0,1.6,2.64,4.58,7.0,32.5,110.0,4.11,0.0,0.0,8.33
GantQu00,quinton-ganther-1,Quinton Ganther,Quinton,Ganther,1984,1984-07-15,2006.0,7.0,246.0,RB,RB,2006.0,69.5,218.0,32.5,28.38,8.63,19.5,12.0,0.0,0.0,1.62,2.63,4.56,29.0,35.0,119.0,0.0,0.0,7.19,0.0
GarcJe00,jeff-garcia-1,Jeff Garcia,Jeff,Garcia,1970,1970-02-24,,,,,,,,,,,,,,,,,,,,,,,,,
GarcPi00,None,Pierre Garcon,Pierre,Garcon,1986,1986-08-08,2008.0,6.0,205.0,WR,WR,2008.0,71.88,210.0,29.26,31.13,9.5,18.5,16.0,0.0,0.0,1.5,2.59,4.44,20.0,36.5,125.0,4.19,0.0,6.9,0.0
GardCa00,carwell-gardner-1,Carwell Gardner,Carwell,Gardner,1967,1966-11-27,1990.0,2.0,42.0,RB,,,,,,,,,,,,,,,,,,,,,
GardRo00,rod-gardner-1,Rod Gardner,Rod,Gardner,1978,1977-10-26,2001.0,1.0,15.0,WR,WR,2001.0,74.3,219.0,28.56,33.0,10.0,16.0,21.0,0.0,0.0,0.0,0.0,4.48,0.0,36.0,0.0,0.0,0.0,0.0,0.0
GardTa00,talman-gardner-1,Talman Gardner,Talman,Gardner,1980,1980-03-10,2003.0,7.0,231.0,WR,WR,2003.0,72.6,205.0,28.0,30.25,8.13,16.0,16.0,0.0,0.0,1.56,2.62,4.47,0.0,34.5,116.0,4.41,11.61,7.53,0.0
GarnCh00,charlie-garner-1,Charlie Garner,Charlie,Garner,1972,1972-02-13,1994.0,2.0,42.0,RB,RB,1994.0,69.1,182.0,27.44,31.5,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GaroJi00,None,Jimmy Garoppolo,Jimmy,Garoppolo,1992,1991-11-02,2014.0,2.0,62.0,QB,QB,2014.0,74.25,226.0,29.52,31.0,9.25,0.0,0.0,24.0,56.0,1.78,2.91,4.97,0.0,30.5,110.0,4.26,0.0,7.04,0.0
GarrDa00,david-garrard-1,David Garrard,David,Garrard,1978,1978-02-14,2002.0,4.0,108.0,QB,QB,2002.0,73.9,235.0,30.98,31.0,10.5,0.0,0.0,14.0,0.0,1.69,2.81,4.83,0.0,33.5,110.0,4.26,0.0,7.35,0.0
GarrGr00,gregg-garrity-1,Gregg Garrity,Gregg,Garrity,1960,1960-11-24,,,,,,,,,,,,,,,,,,,,,,,,,
GarrJa00,,Jason Garrett,Jason,Garrett,1966,1966-03-28,,,,,,,,,,,,,,,,,,,,,,,,,
GarrJo20,,John Garrett,John,Garrett,1965,1965-03-02,,,,,,,,,,,,,,,,,,,,,,,,,
GarrSh20,shane-garrett-1,Shane Garrett,Shane,Garrett,1968,1967-11-16,1991.0,9.0,241.0,WR,,,,,,,,,,,,,,,,,,,,,
GaryCl00,cleveland-gary-1,Cleveland Gary,Cleveland,Gary,1966,1966-05-04,1989.0,1.0,26.0,RB,,,,,,,,,,,,,,,,,,,,,
GaryOl00,olandis-gary-1,Olandis Gary,Olandis,Gary,1975,1975-05-18,1999.0,4.0,127.0,RB,RB,1999.0,73.0,216.0,29.18,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.64,4.71,22.0,34.0,116.0,4.13,0.0,7.15,0.0
GarzSa20,sammy-garza-1,Sammy Garza,Sammy,Garza,1965,1965-07-10,1987.0,8.0,216.0,QB,,,,,,,,,,,,,,,,,,,,,
GashSa00,sam-gash-1,Sam Gash,Sam,Gash,1969,1969-03-07,1992.0,8.0,205.0,RB,RB,1992.0,71.6,224.0,31.46,30.25,9.13,0.0,0.0,0.0,0.0,1.66,2.74,4.79,16.0,33.5,113.0,4.16,11.75,0.0,7.95
GaskKe00,,Kendall Gaskins,Kendall,Gaskins,1990,1990-11-04,,,,,,,,,,,,,,,,,,,,,,,,,
GaskMy00,myles-gaskin-1,Myles Gaskin,Myles,Gaskin,1997,1997-02-15,2019.0,7.0,234.0,RB,RB,2019.0,69.0,205.0,31.0,29.5,8.75,0.0,0.0,0.0,0.0,0.0,0.0,4.58,24.0,35.5,118.0,4.27,11.77,7.19,0.0
GateAn00,,Antonio Gates,Antonio,Gates,1980,1980-06-18,,,,,,,,,,,,,,,,,,,,,,,,,
GateCl00,None,Clyde Gates,Clyde,Gates,1986,1986-06-13,2011.0,4.0,111.0,WR,,,,,,,,,,,,,,,,,,,,,
GateLi00,lionel-gates-1,Lionel Gates,Lionel,Gates,1982,1982-03-13,2005.0,7.0,236.0,RB,RB,2005.0,71.6,222.0,31.18,31.13,10.13,15.5,18.0,0.0,0.0,1.75,2.8,4.72,23.0,36.0,118.0,4.1,0.0,7.17,0.0
GathRi00,None,Rico Gathers,Rico,Gathers,1994,1994-01-07,2016.0,6.0,217.0,TE,,,,,,,,,,,,,,,,,,,,,
GaulWi00,willie-gault-1,Willie Gault,Willie,Gault,1960,1960-09-05,,,,,,,,,,,,,,,,,,,,,,,,,
GaylTr00,trevor-gaylor-1,Trevor Gaylor,Trevor,Gaylor,1978,1977-11-03,2000.0,4.0,111.0,WR,WR,2000.0,75.3,199.0,25.27,32.75,9.5,14.5,18.0,0.0,0.0,1.58,2.63,4.59,0.0,37.5,121.0,4.29,0.0,7.03,0.0
GayxBe00,,Ben Gay,Ben,Gay,1980,1980-02-28,,,,,,,,,,,,,,,,,,,,,,,,,
GayxEv00,everett-gay-1,Everett Gay,Everett,Gay,1965,1964-10-23,1987.0,5.0,124.0,WR,WR,1987.0,74.1,204.0,26.75,32.5,10.5,0.0,0.0,0.0,0.0,1.58,2.64,4.6,2.0,37.5,123.0,4.38,11.57,0.0,8.38
GeasCo00,cory-geason-1,Cory Geason,Cory,Geason,1975,1975-08-12,,,,,,,,,,,,,,,,,,,,,,,,,
GednCh00,chris-gedney-1,Chris Gedney,Chris,Gedney,1970,1970-08-09,1993.0,3.0,61.0,TE,TE,1993.0,77.3,254.0,30.61,33.63,9.38,0.0,0.0,0.0,0.0,1.69,2.8,4.83,18.0,30.5,110.0,4.39,11.6,0.0,8.04
GehrMa20,,Mark Gehring,Mark,Gehring,1964,1964-04-16,,,,,,,,,,,,,,,,,,,,,,,,,
GelbSt00,stan-gelbaugh-1,Stan Gelbaugh,Stan,Gelbaugh,1962,1962-12-04,,,,,,,,,,,,,,,,,,,,,,,,,
GentDe00,dennis-gentry-1,Dennis Gentry,Dennis,Gentry,1959,1959-02-10,,,,,,,,,,,,,,,,,,,,,,,,,
GentTa00,tanner-gentry-1,Tanner Gentry,Tanner,Gentry,1994,1994-12-18,,,,,,,,,,,,,,,,,,,,,,,,,
GentZa00,zach-gentry-2,Zach Gentry,Zach,Gentry,1997,1996-09-10,2019.0,5.0,141.0,TE,TE,2019.0,80.0,265.0,29.81,34.13,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9,12.0,29.5,110.0,4.53,12.43,7.4,0.0
GeorEd00,eddie-george-1,Eddie George,Eddie,George,1974,1973-09-24,1996.0,1.0,14.0,RB,RB,1996.0,74.6,238.0,30.79,33.25,10.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GeorJe00,jeff-george-1,Jeff George,Jeff,George,1968,1967-12-08,1990.0,1.0,1.0,QB,,,,,,,,,,,,,,,,,,,,,
GerhTo00,toby-gerhart-1,Toby Gerhart,Toby,Gerhart,1987,1987-03-28,2010.0,2.0,51.0,RB,RB,2010.0,72.0,231.0,32.08,0.0,0.0,0.0,0.0,0.0,0.0,1.55,2.56,4.5,22.0,38.0,118.0,4.25,0.0,6.94,0.0
GermJa00,jammi-german-1,Jammi German,Jammi,German,1974,1974-07-04,1998.0,3.0,74.0,WR,WR,1998.0,72.5,187.0,25.62,33.5,9.38,10.5,17.5,0.0,0.0,1.59,2.67,4.53,0.0,39.5,122.0,0.0,0.0,0.0,0.0
GermJo00,joe-germaine-1,Joe Germaine,Joe,Germaine,1975,1975-08-11,1999.0,4.0,101.0,QB,QB,1999.0,73.3,211.0,28.28,30.63,9.25,11.5,17.5,25.0,0.0,1.67,2.8,4.8,0.0,32.0,102.0,4.21,0.0,7.18,0.0
GermRe00,reggie-germany-1,Reggie Germany,Reggie,Germany,1978,1978-03-19,2001.0,7.0,214.0,WR,WR,2001.0,73.1,183.0,24.66,32.0,9.0,13.5,19.5,0.0,0.0,1.52,2.53,4.42,0.0,32.0,0.0,0.0,0.0,0.0,0.0
GesiMi00,mike-gesicki-1,Mike Gesicki,Mike,Gesicki,1996,1995-10-03,2018.0,2.0,42.0,TE,TE,2018.0,77.0,247.0,29.99,34.0,10.13,0.0,0.0,0.0,0.0,1.56,2.65,4.54,22.0,41.5,129.0,4.1,11.33,6.76,0.0
GettDa00,david-gettis-1,David Gettis,David,Gettis,1987,1987-08-27,2010.0,6.0,198.0,WR,WR,2010.0,75.0,217.0,27.78,0.0,0.0,0.0,0.0,0.0,0.0,1.54,2.59,4.43,15.0,34.5,124.0,4.41,0.0,6.94,0.0
GibsBr00,brandon-gibson-1,Brandon Gibson,Brandon,Gibson,1987,1987-08-13,2009.0,6.0,194.0,WR,,,,,,,,,,,,,,,,,,,,,
GibsDa00,damon-gibson-1,Damon Gibson,Damon,Gibson,1975,1975-02-25,,,,,,,,,,,,,,,,,,,,,,,,,
GibsSh00,shelton-gibson-1,Shelton Gibson,Shelton,Gibson,1995,1995-03-20,2017.0,5.0,166.0,WR,WR,2017.0,71.13,191.0,27.18,32.0,8.88,0.0,0.0,0.0,0.0,1.61,2.63,4.5,8.0,32.0,118.0,4.2,11.79,6.83,0.0
GilbGa00,gale-gilbert-1,Gale Gilbert,Gale,Gilbert,1961,1961-12-20,,,,,,,,,,,,,,,,,,,,,,,,,
GilbGa01,garrett-gilbert-1,Garrett Gilbert,Garrett,Gilbert,1991,1991-07-01,2014.0,6.0,214.0,QB,,,,,,,,,,,,,,,,,,,,,
GileJi00,,Jimmie Giles,Jimmie,Giles,1954,1954-11-08,,,,,,,,,,,,,,,,,,,,,,,,,
GillCr00,crockett-gillmore-1,Crockett Gillmore,Crockett,Gillmore,1992,1991-11-16,2014.0,3.0,99.0,TE,TE,2014.0,77.88,260.0,30.86,33.75,10.38,0.0,0.0,0.0,0.0,1.69,2.81,4.89,0.0,33.5,120.0,4.44,0.0,7.42,0.0
GillCu00,cullen-gillaspia-1,Cullen Gillaspia,Cullen,Gillaspia,1995,1995-06-06,2019.0,7.0,220.0,RB,,,,,,,,,,,,,,,,,,,,,
GillDo00,,Dondre Gilliam,Dondre,Gilliam,1977,1977-02-09,,,,,,,,,,,,,,,,,,,,,,,,,
GillMi00,mike-gillislee-1,Mike Gillislee,Mike,Gillislee,1991,1990-11-01,2013.0,5.0,164.0,RB,RB,2013.0,71.13,208.0,29.6,31.13,9.38,0.0,0.0,0.0,0.0,1.62,2.68,4.55,15.0,30.5,119.0,4.4,12.02,7.12,0.0
GillWi20,willie-gillespie-1,Willie Gillespie,Willie,Gillespie,1961,1961-10-24,,,,,,,,,,,,,,,,,,,,,,,,,
GillWi21,,Willie Gillus,Willie,Gillus,1963,1963-09-01,,,,,,,,,,,,,,,,,,,,,,,,,
GilmBr00,,Bryan Gilmore,Bryan,Gilmore,1978,1978-07-21,,,,,,,,,,,,,,,,,,,,,,,,,
GilmJo00,john-gilmore-1,John Gilmore,John,Gilmore,1980,1979-09-21,2002.0,6.0,196.0,TE,,,,,,,,,,,,,,,,,,,,,
GilrDa00,david-gilreath-1,David Gilreath,David,Gilreath,1988,1988-12-11,,,,,,,,,,,,,,,,,,,,,,,,,
GilyMa00,mardy-gilyard-1,Mardy Gilyard,Mardy,Gilyard,1987,1986-12-02,2010.0,4.0,99.0,WR,WR,2010.0,71.88,187.0,26.06,32.25,9.13,0.0,0.0,0.0,0.0,1.53,2.62,4.61,0.0,39.0,116.0,4.4,11.59,6.92,0.0
GinnTe00,ted-ginn-jr-1,Ted Ginn,Ted,Ginn,1985,1985-04-12,2007.0,1.0,9.0,WR,,,,,,,,,,,,,,,,,,,,,
GiveCh00,chris-givens-2,Chris Givens,Chris,Givens,1990,1989-12-06,2012.0,4.0,96.0,WR,WR,2012.0,71.13,198.0,28.18,31.25,8.25,0.0,0.0,0.0,0.0,1.52,2.51,4.35,19.0,33.5,118.0,4.23,0.0,6.97,0.0
GiveDa00,david-givens-1,David Givens,David,Givens,1980,1980-08-16,2002.0,7.0,253.0,WR,WR,2002.0,72.0,217.0,30.14,31.5,9.25,0.0,0.0,0.0,0.0,1.56,2.59,4.57,0.0,40.5,124.0,4.13,11.15,6.82,0.0
GiviEr00,ernest-givins-1,Ernest Givins,Ernest,Givins,1964,1964-09-03,,,,,,,,,,,,,,,,,,,,,,,,,
GladCh21,charles-gladman-1,Charles Gladman,Charles,Gladman,1966,1966-09-02,,,,,,,,,,,,,,,,,,,,,,,,,
GladTo20,tony-gladney-1,Tony Gladney,Tony,Gladney,1964,1964-07-20,,,,,,,,,,,,,,,,,,,,,,,,,
GlasBr20,brian-glasgow-1,Brian Glasgow,Brian,Glasgow,1961,1961-06-09,,,,,,,,,,,,,,,,,,,,,,,,,
GlenMi00,mike-glennon-1,Mike Glennon,Mike,Glennon,1990,1989-12-12,2013.0,3.0,73.0,QB,QB,2013.0,79.13,225.0,25.87,33.13,9.58,0.0,0.0,26.0,49.0,1.74,2.9,4.94,0.0,26.5,102.0,4.52,0.0,7.49,0.0
GlenTe00,terry-glenn-1,Terry Glenn,Terry,Glenn,1974,1974-07-23,1996.0,1.0,7.0,WR,WR,1996.0,70.5,184.0,26.65,32.5,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GlovAn00,None,Andrew Glover,Andrew,Glover,1967,1967-08-12,1991.0,10.0,274.0,TE,TE,1991.0,78.4,222.0,26.0,34.0,9.88,0.0,0.0,0.0,0.0,1.77,2.88,4.85,0.0,32.0,116.0,4.27,12.24,0.0,8.76
GodwCh00,chris-godwin-1,Chris Godwin,Chris,Godwin,1996,1996-02-27,2017.0,3.0,84.0,WR,,,,,,,,,,,,,,,,,,,,,
GodwTe00,terry-godwin-1,Terry Godwin,Terry,Godwin,1997,1996-10-23,2019.0,7.0,237.0,WR,WR,2019.0,71.0,184.0,26.28,30.0,9.38,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,36.5,117.0,0.0,0.0,6.96,0.0
GoebBr00,brad-goebel-1,Brad Goebel,Brad,Goebel,1967,1967-10-13,,,,,,,,,,,,,,,,,,,,,,,,,
GoedDa00,None,Dallas Goedert,Dallas,Goedert,1995,1995-01-03,2018.0,2.0,49.0,TE,TE,2018.0,77.0,256.0,31.09,32.88,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
GoffJa00,jared-goff-1,Jared Goff,Jared,Goff,1995,1994-10-14,2016.0,1.0,1.0,QB,QB,2016.0,76.0,215.0,26.8,32.75,9.0,0.0,0.0,36.0,58.0,1.65,2.71,4.82,0.0,27.0,110.0,4.47,0.0,7.17,0.0
GoinNi00,nick-goings-1,Nick Goings,Nick,Goings,1978,1978-01-26,,,,,,,,,,,,,,,,,,,,,,,,,
GoldBr00,,Brittan Golden,Brittan,Golden,1988,1988-07-20,,,,,,,,,,,,,,,,,,,,,,,,,
GollKe00,kenny-golladay-1,Kenny Golladay,Kenny,Golladay,1994,1993-11-03,2017.0,3.0,96.0,WR,WR,2017.0,75.75,218.0,27.35,32.0,9.75,0.0,0.0,0.0,0.0,1.58,2.64,4.5,18.0,35.5,120.0,4.15,0.0,7.0,0.0
GonzAn00,anthony-gonzalez-1,Anthony Gonzalez,Anthony,Gonzalez,1985,1984-09-18,2007.0,1.0,32.0,WR,WR,2007.0,72.0,193.0,26.81,31.0,9.38,7.0,16.0,0.0,0.0,1.53,2.59,4.46,0.0,38.0,123.0,4.08,11.45,6.54,0.0
GonzLe20,,Leon Gonzalez,Leon,Gonzalez,1963,1963-09-21,,,,,,,,,,,,,,,,,,,,,,,,,
GonzPe00,pete-gonzalez-1,Pete Gonzalez,Pete,Gonzalez,1974,1974-07-24,,,,,,,,,,,,,,,,,,,,,,,,,
GonzTo00,tony-gonzalez-2,Tony Gonzalez,Tony,Gonzalez,1976,1976-02-27,1997.0,1.0,13.0,TE,TE,1997.0,76.1,244.0,30.34,35.13,9.38,13.5,21.0,0.0,0.0,1.68,2.83,4.83,0.0,33.5,116.0,4.06,11.59,7.75,0.0
GoodHe00,,Herbert Goodman,Herbert,Goodman,1977,1977-08-31,,,,,,,,,,,,,,,,,,,,,,,,,
GoodHu00,None,Hunter Goodwin,Hunter,Goodwin,1973,1972-10-10,1996.0,4.0,97.0,TE,,,,,,,,,,,,,,,,,,,,,
GoodJo00,joey-goodspeed-1,Joey Goodspeed,Joey,Goodspeed,1978,1978-02-22,,,,,,,,,,,,,,,,,,,,,,,,,
GoodKe00,kerry-goode-1,Kerry Goode,Kerry,Goode,1965,1965-07-28,1988.0,7.0,167.0,RB,,,,,,,,,,,,,,,,,,,,,
GoodMa00,marquise-goodwin-1,Marquise Goodwin,Marquise,Goodwin,1991,1990-11-19,2013.0,3.0,78.0,WR,WR,2013.0,68.88,183.0,27.77,31.48,8.58,0.0,0.0,0.0,0.0,1.51,2.53,4.27,13.0,0.0,132.0,0.0,0.0,0.0,0.0
GoodMi00,mike-goodson-1,Mike Goodson,Mike,Goodson,1987,1987-05-23,2009.0,4.0,111.0,RB,RB,2009.0,71.88,208.0,28.99,0.0,0.0,0.0,0.0,0.0,0.0,1.49,2.59,4.46,14.0,39.5,118.0,4.22,0.0,6.89,0.0
GoodRi00,richard-goodman-1,Richard Goodman,Richard,Goodman,1987,1987-04-23,,,,,,,,,,,,,,,,,,,,,,,,,
GordJo02,josh-gordon-1,Josh Gordon,Josh,Gordon,1991,1991-04-13,,,,,,,,,,,,,,,,,,,,,,,,,
GordLa00,None,Lamar Gordon,Lamar,Gordon,1980,1980-01-07,2002.0,3.0,84.0,RB,RB,2002.0,72.6,214.0,29.23,31.0,9.5,0.0,0.0,0.0,0.0,1.63,2.68,4.59,16.0,34.0,115.0,0.0,0.0,0.0,0.0
GordLe00,lennox-gordon-1,Lennox Gordon,Lennox,Gordon,1978,1978-04-09,,,,,,,,,,,,,,,,,,,,,,,,,
GordMe00,melvin-gordon-1,Melvin Gordon,Melvin,Gordon,1993,1993-04-13,2015.0,1.0,15.0,RB,RB,2015.0,72.63,215.0,29.35,32.38,9.75,0.0,0.0,20.0,0.0,1.62,2.66,4.52,19.0,35.0,126.0,4.07,11.0,7.04,0.0
GordRi00,richard-gordon-1,Richard Gordon,Richard,Gordon,1987,1987-06-07,2011.0,6.0,181.0,TE,,,,,,,,,,,,,,,,,,,,,
GoreFr00,frank-gore-1,Frank Gore,Frank,Gore,1983,1983-05-14,2005.0,3.0,65.0,RB,,,,,,,,,,,,,,,,,,,,,
GothPr00,preston-gothard-1,Preston Gothard,Preston,Gothard,1962,1962-02-23,,,,,,,,,,,,,,,,,,,,,,,,,
GradBr00,bruce-gradkowski-1,Bruce Gradkowski,Bruce,Gradkowski,1983,1983-01-27,2006.0,6.0,194.0,QB,QB,2006.0,73.38,217.0,29.02,30.25,9.0,9.0,15.5,0.0,0.0,1.62,2.7,4.63,0.0,34.0,107.0,4.16,0.0,7.12,0.0
GradSa00,sam-graddy-1,Sam Graddy,Sam,Graddy,1964,1964-02-10,,,,,,,,,,,,,,,,,,,,,,,,,
GragCh00,chris-gragg-1,Chris Gragg,Chris,Gragg,1990,1990-06-30,2013.0,7.0,222.0,TE,TE,2013.0,74.75,244.0,31.44,33.58,9.08,0.0,0.0,0.0,0.0,1.56,2.61,4.5,18.0,37.5,125.0,4.51,0.0,7.08,0.0
GrahDa00,daniel-graham-1,Daniel Graham,Daniel,Graham,1979,1978-11-16,2002.0,1.0,21.0,TE,TE,2002.0,75.1,248.0,31.66,33.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,0.0,36.0,116.0,0.0,0.0,0.0,0.0
GrahEa00,earnest-graham-1,Earnest Graham,Earnest,Graham,1980,1980-01-15,,,,,,,,,,,,,,,,,,,,,,,,,
GrahGa00,garrett-graham-1,Garrett Graham,Garrett,Graham,1986,1986-08-04,2010.0,4.0,118.0,TE,TE,2010.0,75.13,243.0,31.0,32.0,9.5,0.0,0.0,0.0,0.0,1.67,2.75,4.71,20.0,34.5,112.0,4.35,0.0,7.09,0.0
GrahHa00,hason-graham-1,Hason Graham,Hason,Graham,1971,1971-03-21,,,,,,,,,,,,,,,,,,,,,,,,,
GrahJa00,jay-graham-1,Jay Graham,Jay,Graham,1975,1975-07-14,1997.0,3.0,64.0,RB,RB,1997.0,71.6,215.0,30.2,32.0,9.75,16.0,14.0,0.0,0.0,1.6,2.59,4.46,22.0,36.0,117.0,4.05,11.5,7.28,0.0
GrahJe00,jeff-graham-2,Jeff Graham,Jeff,Graham,1969,1969-02-14,1991.0,2.0,46.0,WR,WR,1991.0,73.1,198.0,26.68,32.0,10.0,0.0,0.0,0.0,0.0,1.72,2.7,4.62,0.0,35.0,118.0,4.29,11.62,0.0,8.81
